image_ID,ITA,color
ISIC_0025419,46.942112227110755,lt1
ISIC_0030105,43.00705713930377,lt1
ISIC_0025016,40.91445453588656,int2
ISIC_0029147,41.04996309151968,lt1
ISIC_0029301,37.03711403934437,int2
ISIC_0026637,37.68312818779045,int2
ISIC_0030377,41.54165458786978,lt1
ISIC_0027960,37.6581771108526,int2
ISIC_0026955,38.143794641943664,int2
ISIC_0028052,37.91622256032973,int2
ISIC_0025286,46.876629237957026,lt1
ISIC_0031468,35.083274071230846,int2
ISIC_0030926,38.422407829913396,int2
ISIC_0029288,37.42716420615787,int2
ISIC_0031008,38.625045304912035,int2
ISIC_0024698,44.507375232689576,lt1
ISIC_0031495,39.48478063541416,int2
ISIC_0026104,39.59886122090315,int2
ISIC_0025099,43.26131511208395,lt1
ISIC_0031485,41.298953712538186,lt1
ISIC_0029413,44.6858108704223,lt1
ISIC_0029576,40.405738073718425,int2
ISIC_0031967,34.79829571774141,int2
ISIC_0031584,37.23541690021917,int2
ISIC_0025140,42.844356452725634,lt1
ISIC_0025554,35.67558234167954,int2
ISIC_0029289,49.11324803347117,lt2
ISIC_0029912,48.22896426024923,lt2
ISIC_0033539,48.89133857016299,lt2
ISIC_0032283,38.43662325982798,int2
ISIC_0030005,41.75602637960843,lt1
ISIC_0030189,36.97327980330206,int2
ISIC_0026532,36.50563192390291,int2
ISIC_0024832,36.14505706728394,int2
ISIC_0026958,42.33566073982349,lt1
ISIC_0030768,45.08736685527754,lt1
ISIC_0029837,38.017475023661156,int2
ISIC_0031624,44.130946269994844,lt1
ISIC_0025510,42.360328864456626,lt1
ISIC_0030607,43.49390252366767,lt1
ISIC_0029060,46.00964162399856,lt1
ISIC_0029308,9.97882736300603,tan2
ISIC_0024635,34.55605461708473,int2
ISIC_0029425,40.84303982336446,int2
ISIC_0028774,37.39052152471847,int2
ISIC_0030565,37.37556180911956,int2
ISIC_0027023,35.698452578562424,int2
ISIC_0029022,38.55663231587168,int2
ISIC_0025388,35.79618355707902,int2
ISIC_0028080,36.010601133068946,int2
ISIC_0026153,36.359197559306246,int2
ISIC_0025876,39.14360963339454,int2
ISIC_0025063,40.63689163604806,int2
ISIC_0032463,39.25268503405606,int2
ISIC_0025548,41.64440825142129,lt1
ISIC_0032306,42.7390673283511,lt1
ISIC_0032304,42.61103448218931,lt1
ISIC_0031639,44.33607036468187,lt1
ISIC_0027957,40.18618435891328,int2
ISIC_0031212,40.11581538863012,int2
ISIC_0032382,39.38331576985965,int2
ISIC_0027533,38.94916941883969,int2
ISIC_0029674,37.40574683321464,int2
ISIC_0028607,37.617917380334696,int2
ISIC_0024623,39.83768093446726,int2
ISIC_0029613,38.836083690798,int2
ISIC_0029418,52.545924992221856,lt2
ISIC_0027455,51.450159072270864,lt2
ISIC_0025906,50.94814232036627,lt2
ISIC_0027151,51.84060833464276,lt2
ISIC_0028646,37.64668893402565,int2
ISIC_0026794,40.40891591551536,int2
ISIC_0034318,47.35559303328569,lt1
ISIC_0032972,49.82726457923663,lt2
ISIC_0032534,46.09642125457634,lt1
ISIC_0033785,41.28685939944858,lt1
ISIC_0033184,46.6595018024627,lt1
ISIC_0032929,35.36260480130905,int2
ISIC_0032963,35.27763632807825,int2
ISIC_0032949,38.487211104661995,int2
ISIC_0033322,41.092960108092,lt1
ISIC_0033127,44.98035280343367,lt1
ISIC_0033041,44.45954142246449,lt1
ISIC_0033900,42.12630269940847,lt1
ISIC_0033361,47.3489415733006,lt1
ISIC_0032732,41.48495739125662,lt1
ISIC_0032778,39.923883061746416,int2
ISIC_0033466,37.20406598648807,int2
ISIC_0030276,43.51856467027516,lt1
ISIC_0033583,41.17721126809049,lt1
ISIC_0033465,46.2742964982326,lt1
ISIC_0029683,54.73055172395707,lt2
ISIC_0033482,42.24080557413417,lt1
ISIC_0033201,44.47533384455392,lt1
ISIC_0032514,47.835353374761425,lt1
ISIC_0033691,44.34262783576677,lt1
ISIC_0033910,43.7923968872953,lt1
ISIC_0032556,46.06756935763633,lt1
ISIC_0033646,49.80101421533698,lt2
ISIC_0033592,46.73727887159352,lt1
ISIC_0033899,40.12262910332561,int2
ISIC_0032842,36.280619910796645,int2
ISIC_0032618,39.661835121605336,int2
ISIC_0032513,36.049934273440726,int2
ISIC_0033716,38.9589945015805,int2
ISIC_0034011,45.66306333208428,lt1
ISIC_0033613,46.81483568953985,lt1
ISIC_0032877,37.6009040152896,int2
ISIC_0034175,44.07838784890218,lt1
ISIC_0033523,32.44029707444416,int1
ISIC_0029929,42.07106849752563,lt1
ISIC_0032978,40.76483381355687,int2
ISIC_0033973,37.40247459394618,int2
ISIC_0033761,33.97835412078493,int1
ISIC_0033505,42.22716842018099,lt1
ISIC_0033280,36.817249937789725,int2
ISIC_0033212,40.8460092826036,int2
ISIC_0033770,43.784221189993325,lt1
ISIC_0032829,52.631012897301076,lt2
ISIC_0033601,45.22485236152415,lt1
ISIC_0033284,37.08005268158481,int2
ISIC_0033908,46.01814287382759,lt1
ISIC_0033400,42.07990516302763,lt1
ISIC_0033677,41.81743611902434,lt1
ISIC_0033262,35.81089860751851,int2
ISIC_0033437,45.05538391112672,lt1
ISIC_0032688,46.043655886676476,lt1
ISIC_0033195,53.160590960425736,lt2
ISIC_0032553,49.81569287942345,lt2
ISIC_0033252,38.29995458248511,int2
ISIC_0032570,44.056435642377316,lt1
ISIC_0033736,41.19445784039381,lt1
ISIC_0033378,40.572533195891346,int2
ISIC_0033379,48.74405493953597,lt2
ISIC_0033438,40.06044376286738,int2
ISIC_0032983,35.092336534213956,int2
ISIC_0034024,37.057606915778614,int2
ISIC_0033778,48.205210944335526,lt2
ISIC_0032863,30.935529837289405,int1
ISIC_0034168,44.03166968432075,lt1
ISIC_0033582,46.20538524115579,lt1
ISIC_0033576,36.80508037822432,int2
ISIC_0033410,29.168615985987916,int1
ISIC_0032725,37.06300200477444,int2
ISIC_0033952,45.14553384537982,lt1
ISIC_0033264,41.521253694798915,lt1
ISIC_0033606,41.618616905653624,lt1
ISIC_0034103,45.507409434658165,lt1
ISIC_0032883,43.28032001203753,lt1
ISIC_0032665,41.45006094192137,lt1
ISIC_0033130,47.675868006550644,lt1
ISIC_0033321,37.17739257352774,int2
ISIC_0034189,39.44419176855595,int2
ISIC_0033306,41.271231381092306,lt1
ISIC_0032757,37.2676723935949,int2
ISIC_0032508,40.880865856332235,int2
ISIC_0034201,43.78683450947366,lt1
ISIC_0032776,51.28097566083541,lt2
ISIC_0033828,45.788195423447455,lt1
ISIC_0033235,44.242761685385844,lt1
ISIC_0026085,52.41318883412379,lt2
ISIC_0034070,43.09240279981013,lt1
ISIC_0033709,43.3943478613899,lt1
ISIC_0032826,49.594319944835945,lt2
ISIC_0034115,47.23854845510199,lt1
ISIC_0033776,53.433131046870606,lt2
ISIC_0033056,52.630297294138096,lt2
ISIC_0025180,49.99951676697448,lt2
ISIC_0026107,52.3464396421274,lt2
ISIC_0033853,45.43486954367337,lt1
ISIC_0033453,42.99017485119998,lt1
ISIC_0034126,38.85321002098058,int2
ISIC_0033744,34.17493894050454,int1
ISIC_0033659,40.641387546646534,int2
ISIC_0032567,51.19767164508533,lt2
ISIC_0033088,54.760911212811436,lt2
ISIC_0032756,40.55556272638132,int2
ISIC_0032654,47.22655066408615,lt1
ISIC_0032576,38.61189074162571,int2
ISIC_0033587,45.02130163491057,lt1
ISIC_0032675,48.51709103432477,lt2
ISIC_0032997,42.764629768793206,lt1
ISIC_0033529,39.50058470013405,int2
ISIC_0033581,36.56686933529772,int2
ISIC_0033913,41.933877986268314,lt1
ISIC_0034235,43.856273367087326,lt1
ISIC_0034007,42.185338582197666,lt1
ISIC_0034303,34.8776446852231,int2
ISIC_0034031,28.28771615359093,int1
ISIC_0033124,39.514401348559105,int2
ISIC_0033449,45.986609078089536,lt1
ISIC_0033676,45.73647397044372,lt1
ISIC_0032898,40.88531973904218,int2
ISIC_0033488,47.34037149340847,lt1
ISIC_0033758,46.20041381186916,lt1
ISIC_0028792,43.50749180670726,lt1
ISIC_0033397,41.39039270411344,lt1
ISIC_0033414,41.6842024612598,lt1
ISIC_0034113,38.70948445643207,int2
ISIC_0033507,35.058967761301275,int2
ISIC_0033791,41.39869431449348,lt1
ISIC_0034259,34.283071313827456,int1
ISIC_0033446,38.6511741675287,int2
ISIC_0033200,40.55547115897387,int2
ISIC_0029472,53.293419614914534,lt2
ISIC_0029682,53.453822214832975,lt2
ISIC_0033642,51.36740114670568,lt2
ISIC_0033486,47.02034777472177,lt1
ISIC_0034003,49.886808298567246,lt2
ISIC_0033079,51.883135586798915,lt2
ISIC_0033629,53.43305440597181,lt2
ISIC_0034037,51.12626926307685,lt2
ISIC_0032876,52.52635735900504,lt2
ISIC_0033635,54.64155317554616,lt2
ISIC_0033868,50.26713444006122,lt2
ISIC_0034125,39.85957920302758,int2
ISIC_0033060,43.19501784803628,lt1
ISIC_0029014,40.12316423095716,int2
ISIC_0032099,44.69103477698287,lt1
ISIC_0032215,50.77502502580367,lt2
ISIC_0030124,47.350267193539274,lt1
ISIC_0025157,44.72487499319681,lt1
ISIC_0029600,48.40146477566262,lt2
ISIC_0031376,45.23282521605042,lt1
ISIC_0027513,36.11195490989434,int2
ISIC_0031876,49.78466181923891,lt2
ISIC_0031620,47.88664866975081,lt1
ISIC_0030542,48.46140455488583,lt2
ISIC_0029548,43.036153514508,lt1
ISIC_0027989,42.912423408019436,lt1
ISIC_0025136,44.69778430707769,lt1
ISIC_0027652,39.887918087079505,int2
ISIC_0027218,46.544362507471234,lt1
ISIC_0030705,50.95020175259699,lt2
ISIC_0030272,51.010376774580145,lt2
ISIC_0028020,51.76834812695707,lt2
ISIC_0031345,37.106699680325384,int2
ISIC_0032063,36.86913604240131,int2
ISIC_0032325,44.19764043664521,lt1
ISIC_0025867,43.21777024636091,lt1
ISIC_0028701,43.56550284701516,lt1
ISIC_0027713,40.243827896213936,int2
ISIC_0026060,46.52297503501566,lt1
ISIC_0026298,36.32401340264405,int2
ISIC_0027139,47.630562267346015,lt1
ISIC_0026623,44.35087631397989,lt1
ISIC_0031989,42.13715922887912,lt1
ISIC_0029394,48.379910502848325,lt2
ISIC_0026893,47.667206833376866,lt1
ISIC_0025777,50.57044680959916,lt2
ISIC_0027739,48.54024893401751,lt2
ISIC_0026844,45.687906261278805,lt1
ISIC_0024672,46.59181881919145,lt1
ISIC_0026827,44.44220245854862,lt1
ISIC_0027680,51.68888913855249,lt2
ISIC_0025885,52.72314858482874,lt2
ISIC_0025656,46.194735880631185,lt1
ISIC_0029010,43.65877781655308,lt1
ISIC_0024581,41.87729793286075,lt1
ISIC_0029003,45.79324605152586,lt1
ISIC_0024711,47.47482600370087,lt1
ISIC_0032280,40.17755302339148,int2
ISIC_0025982,46.23674044034225,lt1
ISIC_0028120,47.20961632820633,lt1
ISIC_0032335,45.78751519375001,lt1
ISIC_0025326,40.06517348720384,int2
ISIC_0027374,46.48343060237404,lt1
ISIC_0027781,40.713042813903805,int2
ISIC_0024890,40.30824325090744,int2
ISIC_0025507,45.825088472074476,lt1
ISIC_0028336,44.883319413511046,lt1
ISIC_0025838,50.55819541150973,lt2
ISIC_0027780,44.321578423568795,lt1
ISIC_0024592,43.853751425189884,lt1
ISIC_0030118,52.13065930170018,lt2
ISIC_0028970,34.454283144829155,int1
ISIC_0027042,46.99648502851121,lt1
ISIC_0030721,49.50122757955114,lt2
ISIC_0031556,48.14165000400745,lt2
ISIC_0027068,46.02448581693873,lt1
ISIC_0032168,52.26955541987381,lt2
ISIC_0031130,46.6800159621096,lt1
ISIC_0028308,40.728106938139476,int2
ISIC_0024708,36.98776312041869,int2
ISIC_0028354,43.15319925975971,lt1
ISIC_0024505,38.28876760108586,int2
ISIC_0025743,45.590481049629965,lt1
ISIC_0027796,46.790831027988744,lt1
ISIC_0024626,39.231982912540566,int2
ISIC_0031321,47.93790757061676,lt1
ISIC_0025337,45.35591133208717,lt1
ISIC_0027037,47.466224028760315,lt1
ISIC_0032486,44.24501175704833,lt1
ISIC_0029340,47.62826783494154,lt1
ISIC_0027649,46.98926642463142,lt1
ISIC_0026607,37.21654735229988,int2
ISIC_0030731,46.824182467077634,lt1
ISIC_0028233,47.24721398749757,lt1
ISIC_0031542,35.36787336486598,int2
ISIC_0029062,45.968660145480314,lt1
ISIC_0024971,44.781573060024066,lt1
ISIC_0025485,34.70400216827982,int2
ISIC_0025874,37.21098139095673,int2
ISIC_0026728,54.165624237572146,lt2
ISIC_0031812,48.97103363722958,lt2
ISIC_0030465,49.728956711822754,lt2
ISIC_0025842,39.763706086365396,int2
ISIC_0025032,36.228948947760365,int2
ISIC_0030706,46.25888956755769,lt1
ISIC_0029522,48.009316092981365,lt2
ISIC_0031424,47.71479632152537,lt1
ISIC_0029770,46.59013085498287,lt1
ISIC_0026301,42.63619138425072,lt1
ISIC_0030227,47.78246559850861,lt1
ISIC_0028856,48.567611822046594,lt2
ISIC_0027026,38.960756389241425,int2
ISIC_0030095,42.99618001734049,lt1
ISIC_0031394,44.21319358118712,lt1
ISIC_0031060,38.68420911992036,int2
ISIC_0027584,36.80439465287956,int2
ISIC_0026634,41.30075703877753,lt1
ISIC_0028496,35.7730556094907,int2
ISIC_0027454,40.55996769128956,int2
ISIC_0031593,44.721778094128695,lt1
ISIC_0026775,41.32096311089026,lt1
ISIC_0024412,41.852611664396996,lt1
ISIC_0032348,45.706773979462476,lt1
ISIC_0024883,45.769642389591986,lt1
ISIC_0027394,45.43154750695303,lt1
ISIC_0024773,41.56679318923813,lt1
ISIC_0027295,44.02597957083267,lt1
ISIC_0032200,39.207331157975,int2
ISIC_0025583,41.72461781325787,lt1
ISIC_0024358,47.979260304907726,lt1
ISIC_0030744,43.39549258237778,lt1
ISIC_0027771,47.93721257111588,lt1
ISIC_0027344,40.37451575862415,int2
ISIC_0028846,42.53332444143976,lt1
ISIC_0026159,44.61160010449172,lt1
ISIC_0027367,49.41022592741573,lt2
ISIC_0028952,40.11676041518431,int2
ISIC_0024748,52.61895276201889,lt2
ISIC_0032156,40.890711169492064,int2
ISIC_0030783,52.697791294446134,lt2
ISIC_0028200,47.043231637207796,lt1
ISIC_0029100,54.31636563360908,lt2
ISIC_0027287,53.508660086317136,lt2
ISIC_0024494,51.980586938371005,lt2
ISIC_0026923,45.42879381583917,lt1
ISIC_0024445,46.13208705779074,lt1
ISIC_0029358,48.35991551588394,lt2
ISIC_0031766,45.37356745452233,lt1
ISIC_0030258,42.11625872057204,lt1
ISIC_0030203,45.878856122991685,lt1
ISIC_0025297,40.89852950044207,int2
ISIC_0024676,41.45535626360058,lt1
ISIC_0027606,49.894962201902366,lt2
ISIC_0025703,34.31107043107934,int1
ISIC_0032051,45.0533628465199,lt1
ISIC_0026443,47.413382703467796,lt1
ISIC_0032481,44.03739682084924,lt1
ISIC_0030459,47.50768966516768,lt1
ISIC_0029776,41.61876441466732,lt1
ISIC_0027996,44.72507849032987,lt1
ISIC_0024453,44.29835688428615,lt1
ISIC_0029519,38.68906046342781,int2
ISIC_0026644,46.3667588351308,lt1
ISIC_0030522,47.52211741001087,lt1
ISIC_0029051,48.91898130419032,lt2
ISIC_0025985,41.91303733925701,lt1
ISIC_0026861,43.27121995029339,lt1
ISIC_0025830,41.35901927697341,lt1
ISIC_0031686,39.475399069282474,int2
ISIC_0030208,42.23992074960758,lt1
ISIC_0032006,46.36389406734134,lt1
ISIC_0028920,40.21671199323791,int2
ISIC_0030723,45.37022752163336,lt1
ISIC_0032373,45.801923029363806,lt1
ISIC_0028555,42.86162399183161,lt1
ISIC_0029568,48.21744919989322,lt2
ISIC_0029217,42.131749554334064,lt1
ISIC_0028254,49.527101577585626,lt2
ISIC_0030561,45.40389614533194,lt1
ISIC_0027320,41.455503199324575,lt1
ISIC_0031591,42.449947417439624,lt1
ISIC_0025275,54.06913139194366,lt2
ISIC_0026606,53.5137280378716,lt2
ISIC_0025986,52.97664069133489,lt2
ISIC_0029108,41.53555903945026,lt1
ISIC_0028511,48.94519059643504,lt2
ISIC_0026714,46.57394052076654,lt1
ISIC_0028473,48.38771415020183,lt2
ISIC_0025529,50.268297668558105,lt2
ISIC_0026481,39.89781268612138,int2
ISIC_0025075,35.079666106237966,int2
ISIC_0030007,42.85419315920485,lt1
ISIC_0025928,42.635048160908624,lt1
ISIC_0030812,41.27580577281662,lt1
ISIC_0029802,37.72897211815429,int2
ISIC_0027969,45.717775545638574,lt1
ISIC_0031770,47.53318953097638,lt1
ISIC_0029557,45.2103970845839,lt1
ISIC_0026661,49.51281330949228,lt2
ISIC_0032123,47.18731952507662,lt1
ISIC_0025805,46.82778125210437,lt1
ISIC_0029166,47.00283880267839,lt1
ISIC_0026018,42.2303997827927,lt1
ISIC_0026477,51.4523928561536,lt2
ISIC_0029789,41.760781696218245,lt1
ISIC_0030026,44.46788831270124,lt1
ISIC_0031851,49.58304095711462,lt2
ISIC_0030436,48.63391693634498,lt2
ISIC_0031819,51.10545251797707,lt2
ISIC_0027754,38.41742595656414,int2
ISIC_0024741,36.92380560109412,int2
ISIC_0026286,49.192073835684326,lt2
ISIC_0024880,48.010416083844746,lt2
ISIC_0025659,47.762849272296,lt1
ISIC_0026679,32.42368908430466,int1
ISIC_0029420,37.27667638406571,int2
ISIC_0032230,44.10841091847827,lt1
ISIC_0029525,44.16692788322959,lt1
ISIC_0029474,33.10885272357588,int1
ISIC_0027219,31.135384115955645,int1
ISIC_0032045,47.501600934785266,lt1
ISIC_0024381,42.414304260905965,lt1
ISIC_0026265,50.40072677203553,lt2
ISIC_0024426,50.12923790819577,lt2
ISIC_0031016,40.53518496381733,int2
ISIC_0026044,47.35456649005866,lt1
ISIC_0027706,41.82834673114017,lt1
ISIC_0024740,45.85060755354138,lt1
ISIC_0027801,41.84811401021143,lt1
ISIC_0030346,36.236945717128734,int2
ISIC_0026526,38.741241553208994,int2
ISIC_0025376,44.00089645151752,lt1
ISIC_0029991,43.29748021504218,lt1
ISIC_0024726,46.59922721490114,lt1
ISIC_0029603,42.340163713137564,lt1
ISIC_0028100,41.437689624047664,lt1
ISIC_0031449,45.6506773061404,lt1
ISIC_0026842,44.09678924159489,lt1
ISIC_0026444,39.93859130331466,int2
ISIC_0024422,45.44245607256096,lt1
ISIC_0030649,44.823011897654446,lt1
ISIC_0025746,45.063307294164005,lt1
ISIC_0032043,40.23192226558711,int2
ISIC_0030806,43.27805271611779,lt1
ISIC_0028388,40.78964521582552,int2
ISIC_0029791,43.72072140927345,lt1
ISIC_0027806,42.211523507149145,lt1
ISIC_0031168,44.130565190471685,lt1
ISIC_0025575,41.66033723024551,lt1
ISIC_0025781,39.40819700282186,int2
ISIC_0024547,48.26081632896272,lt2
ISIC_0029249,38.56035892629799,int2
ISIC_0030822,43.96038480877277,lt1
ISIC_0024758,45.39163011295003,lt1
ISIC_0030636,45.97338972850688,lt1
ISIC_0027760,43.509533082455015,lt1
ISIC_0026538,31.044025800787644,int1
ISIC_0024760,44.95425250681568,lt1
ISIC_0029897,-18.053310079010437,tan2
ISIC_0024970,45.468984178402785,lt1
ISIC_0027006,40.96793929949035,int2
ISIC_0029596,45.81788580859539,lt1
ISIC_0025351,47.12348221165812,lt1
ISIC_0028881,47.78447906445199,lt1
ISIC_0029580,40.63501348425863,int2
ISIC_0027527,41.398179496447305,lt1
ISIC_0028972,-7.973372790808616,tan2
ISIC_0031078,32.65413282890851,int1
ISIC_0031464,39.83762243063721,int2
ISIC_0025693,35.45650954983968,int2
ISIC_0032116,47.27470298252417,lt1
ISIC_0027451,41.692791343922494,lt1
ISIC_0030329,38.800739465224964,int2
ISIC_0029311,41.64901076910683,lt1
ISIC_0026849,41.40075061669471,lt1
ISIC_0030396,37.06119450798793,int2
ISIC_0024893,8.378482761880726,tan2
ISIC_0031702,42.9652569692343,lt1
ISIC_0029031,41.526948496784165,lt1
ISIC_0024772,42.56680668881336,lt1
ISIC_0026219,42.96056720339653,lt1
ISIC_0025222,38.44692647216845,int2
ISIC_0029139,40.180716881054664,int2
ISIC_0031061,40.676692943568305,int2
ISIC_0025973,48.12597131238994,lt2
ISIC_0025086,44.66964607184701,lt1
ISIC_0026895,45.08792449173435,lt1
ISIC_0025716,46.53700514152222,lt1
ISIC_0024471,45.79968475793941,lt1
ISIC_0029878,42.61867365571767,lt1
ISIC_0027991,34.52340472911552,int2
ISIC_0031289,35.27647243729661,int2
ISIC_0030172,39.74355754070338,int2
ISIC_0025627,42.1818122479379,lt1
ISIC_0031580,43.65690378470545,lt1
ISIC_0028389,41.6870809405608,lt1
ISIC_0025064,46.09833227604453,lt1
ISIC_0028750,48.0729452040148,lt2
ISIC_0030758,40.047431032500256,int2
ISIC_0027355,41.9438489136203,lt1
ISIC_0030365,42.91456350622655,lt1
ISIC_0026787,41.825295315983965,lt1
ISIC_0026245,45.536721035103355,lt1
ISIC_0028043,41.95601653575764,lt1
ISIC_0028640,33.52742791454129,int1
ISIC_0026514,44.69859937366575,lt1
ISIC_0026378,34.37478543109083,int1
ISIC_0030188,49.53315449471726,lt2
ISIC_0027192,43.66033022826398,lt1
ISIC_0027437,32.94123633028309,int1
ISIC_0028201,39.37831735182211,int2
ISIC_0028223,36.16497364061786,int2
ISIC_0026614,39.1687351185404,int2
ISIC_0029810,43.6987609056705,lt1
ISIC_0028550,39.068347414094994,int2
ISIC_0024477,40.700645423482754,int2
ISIC_0026493,37.68724057404459,int2
ISIC_0028840,43.21679612129243,lt1
ISIC_0029678,45.427187963549436,lt1
ISIC_0031937,47.64071267088798,lt1
ISIC_0025719,42.26764977755088,lt1
ISIC_0029260,42.89080461450697,lt1
ISIC_0030683,43.48977059081455,lt1
ISIC_0028237,41.81343262486077,lt1
ISIC_0029585,47.70669079643937,lt1
ISIC_0027990,36.73067106336557,int2
ISIC_0025883,42.92092786750137,lt1
ISIC_0026290,41.493582543475355,lt1
ISIC_0031050,26.892097609889696,tan2
ISIC_0024997,45.339408624551986,lt1
ISIC_0024761,40.29981551346823,int2
ISIC_0030876,43.51037677681312,lt1
ISIC_0024982,43.830078952632235,lt1
ISIC_0029126,44.35751990387079,lt1
ISIC_0028702,42.22345782274028,lt1
ISIC_0026843,47.31716235234457,lt1
ISIC_0025519,40.19460259502867,int2
ISIC_0029841,44.83883670286402,lt1
ISIC_0030319,41.04114206711457,lt1
ISIC_0030965,32.86645234508948,int1
ISIC_0025699,48.001797229034466,lt2
ISIC_0029617,45.7117702600126,lt1
ISIC_0031783,32.95183200772552,int1
ISIC_0030137,37.58617750494206,int2
ISIC_0024371,44.3031625110731,lt1
ISIC_0026947,48.39168036267805,lt2
ISIC_0024839,46.2149518596235,lt1
ISIC_0031808,39.14020733187912,int2
ISIC_0026316,43.0072241674379,lt1
ISIC_0028104,43.10429447923463,lt1
ISIC_0024696,42.591293286039395,lt1
ISIC_0030458,48.009379262999225,lt2
ISIC_0027470,47.030038247782386,lt1
ISIC_0031522,40.24448768806767,int2
ISIC_0031352,40.445557435152615,int2
ISIC_0024910,43.93880860066748,lt1
ISIC_0026675,50.00917935206751,lt2
ISIC_0026335,45.09301051880665,lt1
ISIC_0031150,37.63082057745251,int2
ISIC_0026070,47.03499369609284,lt1
ISIC_0032024,46.48916729822587,lt1
ISIC_0032235,43.13851083886907,lt1
ISIC_0027916,41.263660382009334,lt1
ISIC_0025374,40.334949266311035,int2
ISIC_0031961,42.90788852831806,lt1
ISIC_0030533,38.20131050498083,int2
ISIC_0032456,44.62957204088068,lt1
ISIC_0026072,42.50139950763023,lt1
ISIC_0025939,38.44185786528837,int2
ISIC_0027335,46.35469726189207,lt1
ISIC_0026365,46.99565592205642,lt1
ISIC_0028656,48.020120333586306,lt2
ISIC_0031716,49.38556342983275,lt2
ISIC_0029080,37.08812951403236,int2
ISIC_0028650,40.77697371390969,int2
ISIC_0027973,31.011264892419398,int1
ISIC_0024495,48.874801302143815,lt2
ISIC_0027018,43.49466791647123,lt1
ISIC_0031138,35.796486426822135,int2
ISIC_0025389,37.13514565852833,int2
ISIC_0028710,34.84219994123679,int2
ISIC_0031903,37.599666943906655,int2
ISIC_0029384,38.919021117744094,int2
ISIC_0031630,36.69074796852598,int2
ISIC_0027893,42.982561739026906,lt1
ISIC_0027982,46.65708027235699,lt1
ISIC_0030318,41.68494450955454,lt1
ISIC_0026737,47.08621438387395,lt1
ISIC_0031459,43.37329178669758,lt1
ISIC_0028749,36.96579298939862,int2
ISIC_0032445,32.03470732597381,int1
ISIC_0028593,44.05871158400522,lt1
ISIC_0026961,40.74167536440754,int2
ISIC_0030849,45.450659649147845,lt1
ISIC_0024420,46.52367023751171,lt1
ISIC_0030801,49.01518173142137,lt2
ISIC_0032358,49.01634307370684,lt2
ISIC_0031200,48.83322497401411,lt2
ISIC_0029101,43.24504664075006,lt1
ISIC_0024612,46.57512610127624,lt1
ISIC_0031707,50.08182738775944,lt2
ISIC_0027064,41.389471945308244,lt1
ISIC_0031537,46.914988973670724,lt1
ISIC_0030231,41.13972480955029,lt1
ISIC_0030081,37.81095859305517,int2
ISIC_0031334,45.897023183040396,lt1
ISIC_0027681,40.52184569654835,int2
ISIC_0029032,46.5580416629312,lt1
ISIC_0029243,35.98664617610647,int2
ISIC_0025040,41.544272127212444,lt1
ISIC_0030988,46.37990884254557,lt1
ISIC_0024336,42.67460874482219,lt1
ISIC_0026704,41.47402466032163,lt1
ISIC_0029302,33.27982089402964,int1
ISIC_0027953,43.28496772224839,lt1
ISIC_0028995,46.42440215904726,lt1
ISIC_0026523,35.33492143180127,int2
ISIC_0026142,45.9740594652586,lt1
ISIC_0029206,40.1995704432441,int2
ISIC_0031951,44.89501033649191,lt1
ISIC_0030310,39.46256604160056,int2
ISIC_0030608,42.35297868376261,lt1
